Word,Document Frequency,Term Frequency,Postings
au,1,2,['PSY 6991']
audienc,2,3,"['ADM 2381', 'MAT 5161']"
audio,1,1,['CSI 5168']
audit,6,14,"['ADM 3349', 'ADM 3378', 'ADM 4340', 'ADM 4341', 'ADM 4346', 'ADM 6344']"
auditor,2,2,"['ADM 3349', 'ADM 4346']"
authent,5,5,"['MAT 5160', 'CSI 4108', 'CSI 4139', 'CSI 5116', 'CSI 5168']"
autom,3,3,"['ADM 4346', 'CSI 5101', 'CSI 5110']"
automata,2,4,"['CSI 3104', 'CSI 5390']"
autonom,1,1,['CSI 5180']
autoregress,1,1,['MAT 3379']
avail,5,5,"['ADM 2341', 'CSI 5137', 'CSI 5138', 'CSI 5139', 'CSI 5140']"
avatar,1,1,['CSI 5151']
averag,6,6,"['ADM 4904', 'ADM 4905', 'MAT 1318', 'MAT 1371', 'MAT 3379', 'CSI 5163']"
avers,3,3,"['ADM 2352', 'PSY 6152', 'PSY 6952']"
awar,1,1,['CSI 4139']
awash,1,1,['ADM 4363']
axiom,7,7,"['MAT 1325', 'MAT 2362', 'MAT 2371', 'MAT 4153', 'MAT 4157', 'MAT 5151', 'MAT 5152']"
axiomat,2,3,"['MAT 2362', 'CSI 4125']"
b,2,2,"['ADM 4317', 'CSI 5180']"
babylonian,1,1,['MAT 3100']
background,1,1,['PSY 4130']
backtrack,2,2,"['CSI 3105', 'CSI 5165']"
balanc,6,6,"['ADM 2342', 'ADM 3340', 'PSY 3123', 'CSI 2110', 'CSI 4140', 'CSI 5380']"
banach,3,4,"['MAT 4124', 'MAT 4126', 'MAT 5126']"
bank,1,1,['ADM 6277']
bargain,3,3,"['ADM 2337', 'ADM 3334', 'ADM 3337']"
barrier,2,2,"['ADM 3363', 'ADM 4316']"
base,47,57,"['ADM 2302', 'ADM 3378', 'ADM 3379', 'ADM 4312', 'ADM 4379', 'ADM 5300', 'ADM 5360', 'ADM 6260', 'ADM 6274', 'ADM 6275', 'ADM 6277', 'ADM 6279', 'ADM 6286', 'ADM 6287', 'ADM 6420', 'PSY 3109', 'PSY 3122', 'PSY 3306', 'PSY 6002', 'PSY 6042', 'PSY 6118', 'PSY 6918', 'PSY 7101', 'PSY 7105', 'PSY 7905', 'MAT 1302', 'MAT 1318', 'MAT 1341', 'MAT 3373', 'MAT 5343', 'MAT 5996', 'CSI 1306', 'CSI 1308', 'CSI 2120', 'CSI 4108', 'CSI 4133', 'CSI 5100', 'CSI 5101', 'CSI 5106', 'CSI 5118', 'CSI 5134', 'CSI 5146', 'CSI 5161', 'CSI 5180', 'CSI 5183', 'CSI 5386', 'CSI 5903']"
basi,7,7,"['ADM 3357', 'ADM 4357', 'PSY 4180', 'MAT 4141', 'MAT 5141', 'MAT 5144', 'CSI 5167']"
basic,32,36,"['ADM 1100', 'ADM 1300', 'ADM 3360', 'ADM 4356', 'ADM 6311', 'PSY 2301', 'PSY 5120', 'PSY 5207', 'PSY 6105', 'PSY 6114', 'PSY 6133', 'PSY 6903', 'PSY 6930', 'MAT 1320', 'MAT 1330', 'MAT 1348', 'MAT 2348', 'MAT 4371', 'MAT 5161', 'MAT 5171', 'CSI 1306', 'CSI 2101', 'CSI 3105', 'CSI 3120', 'CSI 3140', 'CSI 4106', 'CSI 4107', 'CSI 4142', 'CSI 4145', 'CSI 5151', 'CSI 5165', 'CSI 5173']"
bay,3,3,"['MAT 3373', 'MAT 5176', 'CSI 5185']"
bayesian,10,10,"['MAT 3373', 'MAT 4175', 'MAT 4373', 'MAT 5176', 'MAT 5190', 'MAT 5191', 'MAT 5375', 'CSI 5149', 'CSI 5155', 'CSI 5185']"
bch,1,1,['MAT 3343']
bcom,1,1,['ADM 4103']
be,1,1,['PSY 3135']
begin,1,1,['PSY 3378']
behavior,4,4,"['ADM 4355', 'PSY 2301', 'CSI 5147', 'CSI 5183']"
behaviour,50,79,"['ADM 2341', 'ADM 2352', 'ADM 3319', 'ADM 3321', 'ADM 4315', 'ADM 4345', 'ADM 5320', 'ADM 5330', 'ADM 6322', 'ADM 6326', 'PSY 1102', 'PSY 2301', 'PSY 3109', 'PSY 3122', 'PSY 3126', 'PSY 3142', 'PSY 3173', 'PSY 4174', 'PSY 4302', 'PSY 4372', 'PSY 5103', 'PSY 5125', 'PSY 5202', 'PSY 5424', 'PSY 5924', 'PSY 6106', 'PSY 6109', 'PSY 6114', 'PSY 6115', 'PSY 6117', 'PSY 6143', 'PSY 6144', 'PSY 6145', 'PSY 6147', 'PSY 6151', 'PSY 6166', 'PSY 6201', 'PSY 6202', 'PSY 6901', 'PSY 6903', 'PSY 6904', 'PSY 6906', 'PSY 6941', 'PSY 6945', 'PSY 6947', 'PSY 6951', 'PSY 6962', 'PSY 7123', 'PSY 7124', 'CSI 5167']"
belief,1,1,['ADM 4317']
benefit,5,5,"['ADM 3337', 'ADM 3363', 'ADM 4318', 'ADM 4348', 'ADM 6315']"
bereav,1,2,['PSY 6190']
bessel,1,1,['MAT 3320']
best,4,4,"['ADM 4325', 'ADM 4377', 'ADM 6279', 'MAT 5193']"
better,2,2,"['ADM 3316', 'ADM 4363']"
bi,2,6,"['ADM 6275', 'ADM 6287']"
bia,1,2,['MAT 5182']
bidirect,1,1,['CSI 5146']
bifurc,1,1,['MAT 5131']
big,6,11,"['ADM 3308', 'ADM 6275', 'ADM 6287', 'CSI 4142', 'CSI 5135', 'CSI 5387']"
binari,5,5,"['MAT 3343', 'MAT 4378', 'MAT 5317', 'CSI 2110', 'CSI 5121']"
binomi,2,2,"['ADM 2303', 'MAT 2377']"
bio,2,2,"['PSY 6182', 'PSY 6982']"
biochemistri,1,1,['PSY 3301']
bioinformat,1,1,['CSI 5131']
biolog,11,11,"['PSY 2301', 'PSY 3121', 'PSY 3122', 'PSY 3171', 'PSY 5111', 'PSY 5911', 'PSY 6109', 'PSY 6901', 'MAT 5317', 'CSI 5126', 'CSI 5183']"
biopsychosoci,1,1,['PSY 3306']
bioscienc,1,1,['MAT 2379']
bipartit,1,1,['MAT 5106']
birth,2,2,"['PSY 2114', 'PSY 4130']"
bisect,1,1,['MAT 3380']
bit,1,1,['MAT 5341']
black,1,1,['MAT 4372']
block,7,8,"['ADM 3318', 'MAT 3378', 'MAT 4349', 'MAT 5174', 'MAT 5195', 'CSI 5106', 'CSI 5134']"
boa,1,1,['CSI 5121']
bodi,2,2,"['ADM 6260', 'CSI 5147']"
bond,2,4,"['ADM 3351', 'ADM 6351']"
boost,1,1,['MAT 4373']
bootstrap,3,4,"['MAT 3373', 'MAT 4374', 'MAT 5182']"
borel,3,3,"['MAT 2125', 'MAT 4170', 'MAT 5170']"
bound,7,8,"['MAT 4126', 'MAT 5126', 'MAT 5190', 'CSI 3105', 'CSI 4150', 'CSI 5163', 'CSI 5165']"
boundari,2,2,"['MAT 5180', 'MAT 5185']"
box,2,2,"['ADM 6302', 'CSI 5111']"
boxplot,1,1,['MAT 1371']
brain,6,8,"['PSY 3301', 'PSY 4174', 'PSY 4180', 'PSY 4302', 'PSY 5125', 'PSY 5924']"
branch,3,3,"['MAT 3172', 'CSI 4150', 'CSI 5165']"
brand,3,3,"['ADM 4326', 'ADM 6322', 'ADM 6420']"
break,1,1,['ADM 4316']
bridg,2,2,"['ADM 4904', 'ADM 4905']"
brief,4,4,"['ADM 4312', 'MAT 4154', 'MAT 5149', 'MAT 5992']"
british,1,1,['ADM 6277']
broadcast,1,1,['CSI 5148']
brownian,3,3,"['MAT 4372', 'MAT 5171', 'MAT 5173']"
browser,2,2,"['CSI 3140', 'CSI 4107']"
brute,1,1,['CSI 3105']
budget,7,7,"['ADM 2341', 'ADM 2350', 'ADM 3350', 'ADM 4352', 'ADM 5350', 'ADM 6323', 'ADM 6350']"
build,4,4,"['ADM 3313', 'ADM 4329', 'ADM 6277', 'CSI 4108']"
bundl,2,2,"['MAT 4154', 'MAT 5149']"
busi,50,88,"['ADM 1101', 'ADM 1301', 'ADM 1370', 'ADM 2303', 'ADM 2313', 'ADM 2372', 'ADM 2381', 'ADM 3302', 'ADM 3313', 'ADM 3317', 'ADM 3318', 'ADM 3319', 'ADM 3379', 'ADM 3994', 'ADM 4103', 'ADM 4307', 'ADM 4311', 'ADM 4312', 'ADM 4316', 'ADM 4317', 'ADM 4319', 'ADM 4326', 'ADM 4329', 'ADM 4342', 'ADM 4346', 'ADM 4349', 'ADM 4363', 'ADM 4377', 'ADM 4379', 'ADM 4903', 'ADM 4994', 'ADM 5310', 'ADM 5351', 'ADM 6271', 'ADM 6274', 'ADM 6275', 'ADM 6277', 'ADM 6279', 'ADM 6286', 'ADM 6287', 'ADM 6302', 'ADM 6319', 'ADM 6343', 'ADM 6365', 'ADM 6368', 'ADM 6373', 'CSI 1306', 'CSI 5153', 'CSI 5175', 'CSI 5389']"
buy,2,2,"['ADM 6326', 'ADM 6368']"
buyer,2,2,"['ADM 4329', 'ADM 5320']"
bã©zout,2,2,"['MAT 4154', 'MAT 5149']"
c,2,5,"['CSI 2372', 'CSI 7314']"
calcul,3,4,"['ADM 3345', 'ADM 4344', 'ADM 6277']"
calculi,1,2,['MAT 5162']
calculu,13,14,"['MAT 1300', 'MAT 1308', 'MAT 1320', 'MAT 1325', 'MAT 1330', 'MAT 1339', 'MAT 2125', 'MAT 3121', 'MAT 3395', 'MAT 5126', 'CSI 2132', 'CSI 4101', 'CSI 4125']"
callos,2,2,"['PSY 5125', 'PSY 5924']"
campaign,1,1,['ADM 6323']
campu,1,1,['PSY 6002']
canada,3,3,"['ADM 6311', 'ADM 6336', 'ADM 6368']"
canadian,10,11,"['ADM 3319', 'ADM 3345', 'ADM 3357', 'ADM 3360', 'ADM 4357', 'ADM 5350', 'ADM 5351', 'ADM 6319', 'ADM 6365', 'ADM 6367']"
cancer,2,2,"['PSY 3306', 'CSI 5102']"
cannot,12,12,"['ADM 6286', 'ADM 6287', 'MAT 1339', 'CSI 5142', 'CSI 5149', 'CSI 5151', 'CSI 5169', 'CSI 5175', 'CSI 5380', 'CSI 5389', 'CSI 5904', 'CSI 6900']"
canon,3,3,"['PSY 5121', 'MAT 3341', 'MAT 4375']"
cantelli,2,2,"['MAT 4170', 'MAT 5170']"
capabl,1,1,['ADM 4311']
capac,2,2,"['ADM 5380', 'CSI 5168']"
capit,9,18,"['ADM 2350', 'ADM 3350', 'ADM 3352', 'ADM 4352', 'ADM 4354', 'ADM 5350', 'ADM 6343', 'ADM 6350', 'ADM 6354']"
capston,2,2,"['ADM 4322', 'ADM 4339']"
captur,2,2,"['CSI 5111', 'CSI 5147']"
carbon,1,1,['ADM 4317']
cardin,2,2,"['MAT 1362', 'MAT 2362']"
care,1,1,['PSY 3123']
career,5,8,"['ADM 3333', 'ADM 4338', 'ADM 4964', 'ADM 5331', 'PSY 5424']"
carleton,155,157,"['MAT 5105', 'MAT 5106', 'MAT 5107', 'MAT 5121', 'MAT 5122', 'MAT 5125', 'MAT 5126', 'MAT 5127', 'MAT 5131', 'MAT 5133', 'MAT 5134', 'MAT 5141', 'MAT 5142', 'MAT 5143', 'MAT 5144', 'MAT 5145', 'MAT 5146', 'MAT 5147', 'MAT 5148', 'MAT 5149', 'MAT 5150', 'MAT 5151', 'MAT 5152', 'MAT 5155', 'MAT 5158', 'MAT 5160', 'MAT 5161', 'MAT 5162', 'MAT 5163', 'MAT 5164', 'MAT 5165', 'MAT 5167', 'MAT 5168', 'MAT 5169', 'MAT 5170', 'MAT 5171', 'MAT 5172', 'MAT 5173', 'MAT 5174', 'MAT 5175', 'MAT 5176', 'MAT 5177', 'MAT 5180', 'MAT 5181', 'MAT 5182', 'MAT 5185', 'MAT 5187', 'MAT 5190', 'MAT 5191', 'MAT 5192', 'MAT 5193', 'MAT 5194', 'MAT 5195', 'MAT 5196', 'MAT 5197', 'MAT 5198', 'MAT 5301', 'MAT 5303', 'MAT 5304', 'MAT 5307', 'MAT 5308', 'MAT 5309', 'MAT 5312', 'MAT 5313', 'MAT 5314', 'MAT 5317', 'MAT 5318', 'MAT 5319', 'MAT 5324', 'MAT 5325', 'MAT 5326', 'MAT 5327', 'MAT 5328', 'MAT 5329', 'MAT 5330', 'MAT 5331', 'MAT 5341', 'MAT 5343', 'MAT 5361', 'MAT 5375', 'MAT 5990', 'MAT 5991', 'MAT 6990', 'MAT 6991', 'MAT 6997', 'CSI 5100', 'CSI 5101', 'CSI 5102', 'CSI 5105', 'CSI 5110', 'CSI 5111', 'CSI 5112', 'CSI 5113', 'CSI 5115', 'CSI 5116', 'CSI 5118', 'CSI 5121', 'CSI 5122', 'CSI 5124', 'CSI 5126', 'CSI 5127', 'CSI 5128', 'CSI 5129', 'CSI 5131', 'CSI 5134', 'CSI 5135', 'CSI 5136', 'CSI 5137', 'CSI 5138', 'CSI 5139', 'CSI 5140', 'CSI 5142', 'CSI 5146', 'CSI 5147', 'CSI 5148', 'CSI 5149', 'CSI 5151', 'CSI 5152', 'CSI 5153', 'CSI 5154', 'CSI 5161', 'CSI 5163', 'CSI 5164', 'CSI 5165', 'CSI 5166', 'CSI 5167', 'CSI 5168', 'CSI 5169', 'CSI 5173', 'CSI 5174', 'CSI 5175', 'CSI 5180', 'CSI 5183', 'CSI 5185', 'CSI 5308', 'CSI 5311', 'CSI 5312', 'CSI 5314', 'CSI 5380', 'CSI 5386', 'CSI 5389', 'CSI 5900', 'CSI 5901', 'CSI 6900', 'CSI 7131', 'CSI 7160', 'CSI 7161', 'CSI 7162', 'CSI 7163', 'CSI 7170', 'CSI 7314', 'CSI 7900', 'CSI 7901', 'CSI 9997', 'CSI 9998']"
carlo,1,1,['MAT 4374']
carri,6,8,"['ADM 4964', 'PSY 4276', 'PSY 7102', 'MAT 4900', 'CSI 4900', 'CSI 7314']"
carriã¨r,1,3,['PSY 5824']
cartan,1,1,['MAT 4144']
cartesian,1,1,['MAT 1339']
cascad,2,2,"['CSI 5121', 'CSI 5152']"
case,26,35,"['ADM 1100', 'ADM 1300', 'ADM 3317', 'ADM 3993', 'ADM 3994', 'ADM 4311', 'ADM 4322', 'ADM 4340', 'ADM 4377', 'ADM 4994', 'ADM 6276', 'ADM 6302', 'ADM 6362', 'ADM 6395', 'ADM 6901', 'PSY 4180', 'MAT 1318', 'MAT 1339', 'MAT 1348', 'MAT 2362', 'CSI 3105', 'CSI 5111', 'CSI 5118', 'CSI 5135', 'CSI 5151', 'CSI 5175']"
cash,1,1,['ADM 4350']
categor,4,4,"['MAT 2379', 'MAT 4175', 'MAT 5375', 'CSI 5386']"
categori,7,7,"['MAT 5317', 'CSI 5137', 'CSI 5138', 'CSI 5139', 'CSI 5140', 'CSI 5147', 'CSI 5155']"
caus,2,2,"['ADM 6332', 'PSY 3171']"
causal,4,4,"['ADM 3323', 'PSY 6118', 'PSY 6918', 'PSY 7101']"
cayley,1,1,['MAT 3341']
cc,1,1,['CSI 4125']
ce,2,2,"['CSI 9997', 'CSI 9998']"
cell,1,1,['CSI 5126']
cellular,1,1,['PSY 6201']
center,1,1,['ADM 4311']
centr,2,2,"['ADM 6277', 'PSY 3126']"
central,12,12,"['ADM 2303', 'ADM 4379', 'ADM 5300', 'PSY 2106', 'MAT 1372', 'MAT 2371', 'MAT 2379', 'MAT 3101', 'MAT 4143', 'MAT 4171', 'MAT 5142', 'MAT 5171']"
centuri,1,1,['ADM 3317']
certain,1,1,['ADM 3360']
certainti,2,2,"['ADM 2350', 'ADM 5350']"
certif,1,2,['ADM 4103']
cet,1,2,['MAT 9904']
chacun,1,3,['PSY 5824']
chain,11,18,"['ADM 3301', 'ADM 3302', 'ADM 4326', 'ADM 6281', 'MAT 1303', 'MAT 1320', 'MAT 1322', 'MAT 1330', 'MAT 1339', 'MAT 2122', 'MAT 4374']"
challeng,7,7,"['ADM 4319', 'ADM 4329', 'ADM 6279', 'ADM 6281', 'PSY 3174', 'PSY 7107', 'PSY 7907']"
chanc,1,1,['MAT 1374']
chang,25,33,"['ADM 1101', 'ADM 1301', 'ADM 3318', 'ADM 3379', 'ADM 3396', 'ADM 4319', 'ADM 4326', 'ADM 4337', 'ADM 4345', 'ADM 4396', 'ADM 5330', 'ADM 5361', 'ADM 6276', 'ADM 6279', 'ADM 6330', 'ADM 6331', 'ADM 6396', 'PSY 3126', 'PSY 3132', 'PSY 4371', 'PSY 6106', 'MAT 1318', 'MAT 1339', 'MAT 2122', 'CSI 5112']"
chao,1,1,['MAT 1395']
charact,2,2,"['MAT 4343', 'CSI 5185']"
characterist,10,11,"['ADM 2313', 'ADM 3379', 'ADM 6301', 'ADM 6343', 'PSY 3303', 'MAT 4130', 'MAT 4171', 'MAT 5133', 'MAT 5171', 'CSI 4141']"
charg,2,2,"['ADM 6901', 'MAT 5996']"
charter,3,3,"['ADM 3319', 'ADM 4103', 'ADM 6260']"
checkpoint,1,1,['CSI 5134']
chi,4,4,"['ADM 2304', 'PSY 2106', 'MAT 1372', 'MAT 5176']"
child,6,8,"['PSY 2105', 'PSY 3135', 'PSY 4105', 'PSY 6132', 'PSY 6154', 'PSY 6932']"
childhood,7,7,"['PSY 2105', 'PSY 4105', 'PSY 5114', 'PSY 6102', 'PSY 6103', 'PSY 6132', 'PSY 6932']"
childless,1,1,['PSY 3123']
children,9,14,"['PSY 3123', 'PSY 3135', 'PSY 3378', 'PSY 4105', 'PSY 5202', 'PSY 6143', 'PSY 6190', 'PSY 7105', 'PSY 7905']"
chip,1,1,['CSI 4126']
choic,11,11,"['ADM 1340', 'ADM 5310', 'PSY 4174', 'PSY 6117', 'PSY 6134', 'PSY 6906', 'PSY 6931', 'PSY 7104', 'PSY 7904', 'MAT 2362', 'CSI 3120']"
choisi,1,2,['PSY 6991']
choleski,1,1,['MAT 3341']
chosen,11,11,"['MAT 1395', 'MAT 2342', 'MAT 3155', 'MAT 3166', 'MAT 3361', 'MAT 4154', 'MAT 4371', 'MAT 4375', 'MAT 5149', 'MAT 5162', 'MAT 5197']"
chromat,1,1,['CSI 5163']
chronic,1,1,['PSY 6113']
church,1,1,['CSI 4101']
churn,1,1,['ADM 3308']
cipher,1,2,['CSI 5106']
circl,1,1,['MAT 3341']
circuit,1,1,['PSY 6202']
circular,1,1,['ADM 4317']
citi,2,2,"['ADM 6277', 'CSI 5180']"
civic,2,2,"['ADM 1101', 'ADM 1301']"
clairaut,1,1,['MAT 2122']
class,9,14,"['ADM 4307', 'PSY 3102', 'PSY 3142', 'PSY 5424', 'PSY 5824', 'MAT 4143', 'MAT 5142', 'CSI 3105', 'CSI 7314']"
classic,9,9,"['PSY 6152', 'PSY 6952', 'MAT 1395', 'MAT 3172', 'MAT 4130', 'MAT 4144', 'MAT 5174', 'MAT 5341', 'CSI 5146']"
classif,13,13,"['ADM 3308', 'MAT 3143', 'MAT 3153', 'MAT 3373', 'MAT 4130', 'MAT 5133', 'MAT 5181', 'MAT 5182', 'MAT 5193', 'CSI 4134', 'CSI 4142', 'CSI 4145', 'CSI 5387']"
classifi,2,2,"['MAT 5182', 'CSI 5183']"
clean,2,2,"['CSI 4142', 'CSI 5153']"
client,7,9,"['ADM 4337', 'ADM 6331', 'PSY 5202', 'PSY 7104', 'PSY 7904', 'CSI 4107', 'CSI 5380']"
clinic,8,9,"['ADM 3363', 'PSY 3128', 'PSY 4372', 'PSY 5133', 'PSY 6107', 'PSY 6170', 'PSY 7109', 'PSY 7909']"
cliqu,3,3,"['MAT 4348', 'MAT 5105', 'CSI 5165']"
close,4,4,"['ADM 6260', 'MAT 4144', 'MAT 4154', 'MAT 5149']"
closur,2,2,"['MAT 4143', 'MAT 5142']"
cloth,1,1,['CSI 5147']
cloud,3,3,"['ADM 3378', 'ADM 4377', 'CSI 4142']"
cloutier,1,1,['ADM 4325']
cluster,15,15,"['ADM 3308', 'MAT 3373', 'MAT 3377', 'MAT 5181', 'MAT 5192', 'CSI 4142', 'CSI 4145', 'CSI 5131', 'CSI 5152', 'CSI 5154', 'CSI 5169', 'CSI 5380', 'CSI 5386', 'CSI 5387', 'CSI 7314']"
cnuce,1,1,['ADM 3318']
co,6,6,"['ADM 2901', 'ADM 3901', 'ADM 3902', 'ADM 4901', 'ADM 4902', 'PSY 6002']"
coach,1,1,['ADM 3994']
cobweb,1,1,['MAT 1330']
code,8,9,"['ADM 4379', 'PSY 6170', 'MAT 2342', 'MAT 3343', 'CSI 4115', 'CSI 5118', 'CSI 5134', 'CSI 5380']"
coeffici,2,2,"['MAT 1303', 'MAT 3379']"
coerciv,1,1,['MAT 4387']
cognit,36,54,"['PSY 1101', 'PSY 2105', 'PSY 3126', 'PSY 3136', 'PSY 3377', 'PSY 3378', 'PSY 4180', 'PSY 5105', 'PSY 5114', 'PSY 5424', 'PSY 5824', 'PSY 6102', 'PSY 6114', 'PSY 6115', 'PSY 6117', 'PSY 6118', 'PSY 6123', 'PSY 6145', 'PSY 6146', 'PSY 6167', 'PSY 6168', 'PSY 6903', 'PSY 6904', 'PSY 6906', 'PSY 6918', 'PSY 6923', 'PSY 6945', 'PSY 6946', 'PSY 6963', 'PSY 6964', 'PSY 7123', 'PSY 7124', 'CSI 5122', 'CSI 5135', 'CSI 5167', 'CSI 5180']"
cold,1,1,['ADM 6277']
collabor,8,8,"['ADM 1101', 'ADM 1301', 'ADM 1370', 'ADM 6274', 'ADM 6286', 'ADM 6901', 'CSI 1306', 'CSI 5161']"
collect,10,11,"['ADM 2337', 'ADM 3334', 'ADM 3337', 'ADM 3998', 'ADM 4307', 'ADM 5300', 'ADM 6331', 'PSY 6158', 'PSY 6958', 'CSI 5128']"
color,1,1,['CSI 4130']
colour,2,4,"['MAT 4348', 'MAT 5105']"
columbia,1,1,['ADM 6277']
combin,16,16,"['ADM 4311', 'ADM 4349', 'ADM 6286', 'ADM 6287', 'MAT 1339', 'MAT 1348', 'CSI 5142', 'CSI 5149', 'CSI 5151', 'CSI 5165', 'CSI 5169', 'CSI 5175', 'CSI 5380', 'CSI 5389', 'CSI 5904', 'CSI 6900']"
combinator,1,1,['CSI 5166']
combinatori,6,8,"['MAT 2377', 'MAT 5107', 'CSI 4105', 'CSI 5128', 'CSI 5165', 'CSI 5166']"
come,1,1,['MAT 3395']
commerc,9,14,"['ADM 4326', 'ADM 4377', 'ADM 6420', 'CSI 4108', 'CSI 4139', 'CSI 5175', 'CSI 5380', 'CSI 5389', 'CSI 5904']"
commerci,3,3,"['ADM 1100', 'ADM 1300', 'ADM 3316']"
commit,1,1,['ADM 4329']
committe,4,4,"['ADM 3994', 'MAT 9998', 'CSI 9997', 'CSI 9998']"
commod,2,2,"['ADM 4356', 'ADM 6353']"
common,4,4,"['ADM 3360', 'ADM 6353', 'ADM 6381', 'CSI 5121']"
commonli,2,2,"['ADM 6301', 'PSY 3306']"
commun,33,50,"['ADM 1100', 'ADM 1300', 'ADM 1340', 'ADM 2381', 'ADM 3319', 'ADM 3326', 'ADM 4378', 'ADM 6261', 'ADM 6271', 'ADM 6373', 'PSY 3102', 'PSY 3126', 'PSY 3301', 'PSY 4134', 'PSY 5202', 'PSY 6115', 'PSY 6116', 'PSY 6146', 'PSY 6904', 'PSY 6905', 'PSY 6946', 'PSY 7102', 'PSY 7103', 'MAT 5198', 'CSI 1390', 'CSI 4108', 'CSI 4109', 'CSI 4118', 'CSI 4140', 'CSI 4141', 'CSI 5111', 'CSI 5148', 'CSI 5173']"
commut,3,3,"['MAT 4154', 'MAT 5144', 'MAT 5149']"
comp,70,76,"['CSI 5100', 'CSI 5101', 'CSI 5102', 'CSI 5105', 'CSI 5110', 'CSI 5111', 'CSI 5112', 'CSI 5113', 'CSI 5115', 'CSI 5116', 'CSI 5118', 'CSI 5121', 'CSI 5122', 'CSI 5124', 'CSI 5126', 'CSI 5127', 'CSI 5128', 'CSI 5129', 'CSI 5131', 'CSI 5134', 'CSI 5135', 'CSI 5136', 'CSI 5137', 'CSI 5138', 'CSI 5139', 'CSI 5140', 'CSI 5142', 'CSI 5146', 'CSI 5147', 'CSI 5148', 'CSI 5149', 'CSI 5151', 'CSI 5152', 'CSI 5153', 'CSI 5154', 'CSI 5161', 'CSI 5163', 'CSI 5164', 'CSI 5165', 'CSI 5166', 'CSI 5167', 'CSI 5168', 'CSI 5169', 'CSI 5173', 'CSI 5174', 'CSI 5175', 'CSI 5180', 'CSI 5183', 'CSI 5185', 'CSI 5308', 'CSI 5311', 'CSI 5312', 'CSI 5314', 'CSI 5380', 'CSI 5386', 'CSI 5389', 'CSI 5900', 'CSI 5901', 'CSI 6900', 'CSI 7131', 'CSI 7160', 'CSI 7161', 'CSI 7162', 'CSI 7163', 'CSI 7170', 'CSI 7314', 'CSI 7900', 'CSI 7901', 'CSI 9997', 'CSI 9998']"
compact,9,9,"['MAT 2125', 'MAT 3120', 'MAT 3153', 'MAT 3361', 'MAT 4124', 'MAT 4153', 'MAT 5126', 'MAT 5151', 'MAT 5161']"
compani,3,4,"['ADM 4312', 'ADM 4322', 'ADM 4344']"
compar,3,3,"['ADM 3319', 'PSY 6117', 'PSY 6906']"
comparison,8,9,"['ADM 3337', 'ADM 6367', 'PSY 2116', 'PSY 5120', 'MAT 4175', 'MAT 5176', 'MAT 5375', 'CSI 3120']"
compens,4,5,"['ADM 3337', 'ADM 4336', 'ADM 5331', 'ADM 6343']"
compet,5,6,"['ADM 4325', 'ADM 4338', 'ADM 5360', 'ADM 6395', 'PSY 6102']"
competit,22,28,"['ADM 3301', 'ADM 3302', 'ADM 3316', 'ADM 3318', 'ADM 3993', 'ADM 3994', 'ADM 4311', 'ADM 4319', 'ADM 4322', 'ADM 4325', 'ADM 4326', 'ADM 4338', 'ADM 4345', 'ADM 4378', 'ADM 4994', 'ADM 6281', 'ADM 6326', 'ADM 6368', 'ADM 6393', 'ADM 6395', 'PSY 6115', 'PSY 6904']"
compil,1,3,['CSI 4115']
complement,1,1,['MAT 2141']
complet,16,22,"['ADM 3357', 'ADM 4103', 'ADM 4357', 'ADM 5361', 'PSY 4310', 'MAT 1325', 'MAT 1362', 'MAT 2125', 'MAT 3361', 'MAT 3377', 'MAT 3378', 'MAT 5161', 'MAT 6997', 'CSI 3105', 'CSI 4105', 'CSI 5149']"
complex,23,27,"['ADM 3305', 'ADM 4311', 'ADM 6279', 'PSY 2116', 'PSY 3136', 'PSY 4181', 'PSY 5103', 'MAT 1302', 'MAT 1341', 'MAT 1362', 'MAT 3121', 'MAT 4154', 'MAT 5149', 'MAT 5162', 'MAT 5174', 'CSI 2110', 'CSI 3105', 'CSI 4101', 'CSI 4109', 'CSI 5106', 'CSI 5129', 'CSI 5163', 'CSI 5308']"
complianc,1,1,['ADM 4346']
compon,17,17,"['ADM 4379', 'ADM 6301', 'PSY 3132', 'PSY 3136', 'PSY 6114', 'PSY 6144', 'PSY 6903', 'PSY 6941', 'MAT 2342', 'MAT 3373', 'MAT 3378', 'MAT 4373', 'MAT 4375', 'MAT 5193', 'CSI 3130', 'CSI 4139', 'CSI 5111']"
comport,1,3,['PSY 5824']
composit,3,3,"['MAT 1318', 'MAT 4143', 'MAT 5142']"
compound,1,1,['MAT 1318']
comprehens,7,9,"['ADM 4340', 'ADM 6344', 'PSY 6145', 'PSY 6201', 'PSY 6945', 'MAT 9998', 'CSI 9998']"
comprenn,1,3,['PSY 5824']
compress,3,6,"['MAT 5343', 'CSI 4133', 'CSI 5102']"
compris,3,3,"['ADM 3357', 'ADM 3360', 'ADM 4357']"
